stars,name,text,date,city,longitude,latitude,categories
4,Noble's Restaurant,"Having heard from others that this was a ""snobby"" place, I was not overly excited about trying it out. However, I can happily report that on our visit, the atmosphere was not in the least bit snobby. Every employee that we came in contact with was very helpful and made sure that the patrons felt welcomed and appreciated. The service was outstanding. The most difficult thing about dining here is deciding between all of the wonderful choices on the menu! I love the fact that they use local produce and meats whenever possible and their freshly baked bread baked is organic. They have one of the most extensive and impressive wine lists that I have seen in a while - but they have a knowledgeable wine steward who can help you ferret out a nice selection. We went with a big splurge on wine on this visit, but they have many respectable wines at decent price-points as well. All in all, the entire experience exceeded my expectations and we will definitely be going back!",2009-09-30,Charlotte,-80.8241554,35.1517049,"['American (Traditional)', 'Restaurants']"
5,Moishe's Steakhouse,Moishes is my fav steak house..... Ive been here many times... always great service.. amazing steak !!!! and good sides..  ok fine its expensive.. VERY expensive.. we once spent like $1k on group of 5 people.. Go at 9pm if u want to do $25 menu.... Some people say Que or Gibbys but I say NO.. both of those places can go to shredders..,2012-11-08,Montréal,-73.5782478,45.5164644,"['Steakhouses', 'Restaurants']"
4,Nello's Pizza Mesa,Food and service at Nellos is pretty good. Portions are a good size and the bread they give you to start the meal is delish!,2011-04-04,Mesa,-111.8598336,33.3607307,"['Gluten-Free', 'Italian', 'Restaurants', 'Pizza']"
4,Tree Huggers Cafe,"Omnivores,vegans, pescetarians, vegetarians, lacto-ovo vegetarians, flexivores, carnivores and people who love soup--- they have you covered.

I'm not a vegetarian, but I do try to eat healthily.  That generally means, more veggies, less fat, less meat, more whole grains, more organic food...  Sadly, that often limits lunch choices to grilled chicken salads.

Tree Hugger's has lovely, lovely soup, great vegetarian and chicken (with fruit!) salads.  I recently had the black bean chimichanga-- black beans, rice and sweet potato in spices wrapped in a whole wheat tortilla and grilled.  It wasn't meat and it wasn't fried, yet it still managed to taste fantastic!  The chicken salad wrap is delish, but it really does need salt.  (I actually appreciate that, though, because most places over-salt everything.)

Fear not the vegan cookie!  Vegan baked goods are usually disgusting.  Sorry guys, but that brownish lump of oats, hemp seeds, coconut and carob is just not appealing.  Tree Huggers has somehow managed to make vegan cookies that are as desirable as plain old cookies!!!  I had a carrot ginger cookie-- think of a light carrot cake with an orange ginger glaze.  It was huge, crumbly, soft and delightfully flavorful.  And it looked like a cookie, not a clod of mud!

Don't wait until you are on some sort of health kick to eat here!",2012-05-17,Berea,-81.891885,41.3738769,"['Restaurants', 'Vegetarian', 'Greek', 'Mexican', 'American (New)']"
5,Buffalo Wild Wings,"I didn't even know this location was there... score! We were leaving the mall on a Saturday morning, just before lunchtime and saw this BWW. We went in, got a seat at a table near the bar and were promptly greeted. We ordered the fried pickles (my fav) and I had a chicken wrap. Yum. 

The location was very clean and since it was a Saturday, they had a bunch of different NCAA football games on the TVs. Another group of people requested that one of the big TVs be changed to a specific game and they changed it within seconds. 

Would definitely go back.",2010-10-20,Chandler,-111.898833,33.29956,"['Restaurants', 'Bars', 'Nightlife', 'Sports Bars', 'American (Traditional)', 'Chicken Wings']"
5,Cafe Bellagio,Came in here for breakfast and it was pretty good. With the long drive home it was satisfying enough to hold me all the way back to California. Will eat here again,2011-11-21,Las Vegas,-115.174531,36.112379,"['Sandwiches', 'Restaurants', 'Burgers', 'Cafes', 'American (New)', 'American (Traditional)']"
5,Firefly,"Came here for brunch with friends and let me just say: get that Croque Senora! Much good. Very wow. Even came with two tapas sides (apple salad and patatas bravas were the ones we opted for).

My friends insisted that their standard tapas must be tried, so we did a combination of brunch dishes and tapas, which was a fantastic choice. There was not a single item that did not taste good. Even the complimentary bread with butter was bomb diggity. I especially enjoyed their scallop escargot, which came out piping hot, silky soft, and swimming in little pots of garlic herb butter. The ribs and goat cheese plate was also delicious. By far the best tapas I've ever had.

And did I mention the absolute BESTEST sangria ever?! Because if you've been looking, this is where it lives. So come for the Sangria and definitely stay for the food.",2016-12-20,Las Vegas,-115.154417458,36.120135075,"['Restaurants', 'Tapas Bars', 'Spanish', 'Tapas/Small Plates']"
5,Boralia,"For a restaurant that just opened this place sure has its shit together. I could not get over the decor. The service was impeccable. And every dish was an eye opening experience. 

Order everything.",2015-01-30,Toronto,-79.4192029,43.6455612,"['Canadian (New)', 'Restaurants', 'Wine Bars', 'Food', 'Nightlife', 'Desserts', 'Bars']"
5,Woo,"This place was excellent.  I was lucky enough to eat here while staying at the Palazzo and I'm glad that I did.  

I'm a big Chinese food fan, so it made sense for me to try this out.  
I had the pot stickers and the chicken chowmein and it was great.  What I liked about the chowmein was that the noodles weren't too thick and heavy but thin and tasty.  The service and ambiance of this restaurant made the dining experience even more enjoyable.  
I was definitely impressed.  I never thought that it would be possible to have upscale Chinese food but I was proven wrong.  I will definitely be paying a trip back here with I'm in Vegas again!",2010-03-26,Las Vegas,-115.1823137,36.1407035,"['Restaurants', 'Asian Fusion']"
5,Tortilla Fish,This place is absolutely amazing! I'm an avid taco consumer and honestly the only way I could have a better taco is if I made it myself. My boyfriend and I went on Tuesday and did the taco Tuesday deal where you get a free taco with the purchase of two tacos. We would definitely recommend this place to any other taco lovers.,2015-09-29,Tempe,-111.960074561,33.3495946376,"['Mexican', 'Seafood', 'Restaurants']"
5,Gordon Ramsay BurGR,"Perfection. 
The way all the flavors are brought together yum. Love the sweet potato fries also.",2013-07-12,Las Vegas,-115.172169,36.110724,"['Restaurants', 'Burgers']"
3,Charlotte Premium Outlets,"Stores are great - but seriously, who was the architect that thought it would be a good idea to line the entire outside perimeter with spots for compact cars? 
Number one, this is the south - there are more trucks here than anywhere else.
Number two, this is an outlet Center. I come with my big car so I can buy lots of things and fit them in the car.
so many people are trying to park their oversized cars and trucks in those spots - so if you don't have a compact car - get there early.",2015-01-18,Charlotte,-80.9700375795,35.1694291267,"['Shopping', 'Shopping Centers', 'Outlet Stores', 'Restaurants', 'Fashion']"
2,Pho Kim Long,"Came in with a few friends over the weekend. The food was pretty good, but this older waiter in the 40's was so rude! I was so disappointed with his service.",2014-08-19,Las Vegas,-115.193445287,36.1261943318,"['Restaurants', 'Chinese', 'Vietnamese']"
4,Tavern Grille Scottsdale,"Fried zucchini! I'm surprised how few places offer fried zucchini - Tavern Grille does and they are delicious! I can also vouch for the burgers and steak salad. They have some pretty good happy hour specials, a variety of mac n cheese, and the house red is pretty decent as well.",2013-01-10,Scottsdale,-111.890274058,33.569242117,"['Restaurants', 'Bars', 'Sports Bars', 'Nightlife', 'American (Traditional)']"
5,The Pizza Kitchen,"Pizza Kitchen is now my go-to pizza spot! The best part about it is the fact that it caters to everyone--including those of us with specific dietary restrictions (GF, V, what have you!)

It's a pretty simple concept, you've got your choices of crust and unlimited toppings. If options scare you, they've got a few signature pizzas on the board. There are several ingredients that I love having on my pizza that are offered here and not at typical pizza joints: artichokes, sundried tomatoes, fresh basil, vegan cheese, and grilled zucchini. Mmm...

Anyway, the best part is that everyone gets to enjoy some delicious pizza together! They even offer different types of crust. Have at it!",2016-12-24,Las Vegas,-115.296561653,36.0931006304,"['Pizza', 'Restaurants', 'Italian']"
5,Subway,"This is the best of the Subways in the area. Staff is courteous, rather than robotically polite, and they give some care to the construction of a sandwich. This restaurant is also cleaner than the nearby ones.",2013-12-10,Surprise,-112.3926099,33.6090697,"['Fast Food', 'Sandwiches', 'Restaurants']"
4,Ian's Pizza,"A fantastic option for a slice on the main drag of downtown Madison.  I stopped in rather late on a Thursday night with a group of co-workers and was pleasantly surprised to find many interesting topping options....such as macaroni and cheese pizza?  Who knew?  I wasn't feeling quite adventurous enough to try it this time around, but I am told it makes quite the after-drinking nosh.

I settled for a slice of pepperoni and mushroom and a drink, all for $4.50.  The slice was enormous, plenty for a late dinner (pre-drinking meal) and the crust was perfection.  They don't skimp on the cheese and the sauc is nummy too.  I got to try a couple of bites of the more exotic slices my co-workers got, such as chicken cordon bleu pizza and pesto pizza.  Plenty of options for vegetarians too.

I'd highly recommend this place for a cheap but delicious slice.  You'll have a hard time choosing your toppings....but that just means you'll have to go back again and again to try more!  I know next time I'm in Madison, I'll be back.",2008-11-10,Madison,-89.3869503096,43.0748916557,"['Restaurants', 'Italian', 'Pizza']"
4,Hair of the Dog,Great dive bar layed back vibe. Super friendly and funny bartender who can stir up one hell of a dark and stormy.. So good I came back for more the very next day,2015-11-04,Toronto,-79.3795928702,43.6629468238,"['Breakfast & Brunch', 'Nightlife', 'Restaurants', 'Bars', 'Pubs', 'Comfort Food']"
1,Thai Gourmet,"This is NOT Thai food. I repeat, this is NOT THAI FOOD!
I ordered the pad thai for lunch this afternoon, 38 minutes ago to be exact. As a matter of fact, it's still sitting in front of me. Drenched in some sort of red/orange oil?
The chicken is dry and the shrimp might be composed of rubber. The fact that the name of this place is called ""Thai Gourmet"" is ridiculous. This is Chinese food with a lime tossed on it. 
I'm bummed that I paid $9 for a cup of ""pad thai"" and even tipped the man $2. I would have rather just thrown the money away.

Edit: I've actually thrown this away and ate Chef Boyardi for lunch. Which strangely tasted similar to the pad thai.",2012-05-29,Independence,-81.6419229,41.395817,"['Chinese', 'Thai', 'Restaurants']"
5,Moira Sushi,"I'm not one to go the traditional route. I prefer to pick several appetizers and add a few rolls when I am doing a sushi outing. OMG you have to have the Hama Chili, Crackling Calamari, Tuna Poke and Sunshine Roll. I love spice but when you pair it with grapefruit, anyone can take the heat on the Hama Chili. The Crackling Calamari isn't your vanilla appetizer you find elsewhere. Amidst the crispy tentacles, you have a treasure trove of Asian mushrooms, cabbage and crunchy textures that spoil your tastebuds. And if that isn't enough to have you lusting, the Tuna Poke is amaze balls. I love the rice crackers because it's the only way to ""permissibly"" allow you to scrape the bowl without looking like you lack etiquette. To cleanse your palate of the explosion of happiness erupting in your mouth, the Sunshine Roll is an delish crowd pleaser and closing for your tasting. For someone with a linebacker appetite, I have to admit I was very happily content. Happy belly happy face!!!!

From all the various Buddhas to the chainlink bathroom entrance, I love the setup because it immediately invites you in with the shimmering lights dancing above the bar and the dark decor to be flirtacious. And who can resist a big Asian DJ spinning the best 80s tunes as you down your cold saki to forget the hot days of summer ahead. Definitely making another trip back and will check out happy hour with my entourage. You will not regret it!!! This place oozes sexy and those items are pure seduction.",2014-06-23,Phoenix,-112.070371,33.4564189,"['Restaurants', 'Japanese', 'Sushi Bars']"
5,Archi's Thai Kitchen,"This place deserves 5 stars based on these 3 things:

1. AFFORDABLE PRICE: My parents, sister and I visited this place on a Sunday night while visiting Vegas for the weekend.  We ordered soup, pad thai, chicken larb, seafood salad, stuffed chicken wings, sticky rice, thai tea and thai iced coffee.  The total bill was $64!!!  $64 for a complete meal with soup, appetizers, sticky rice, drinks and noodles is pretty dang good!  Not only that, but the dishes weren't dinky and were plentiful!  The Thai Tea and Thai Iced Coffee also came in huge glasses. So much that my parents didn't finish their drinks and had to take it to go.  I'm used to a very fat bill with small portions every time I visit a Thai restaurant back home in California, so $64 looked great to us.

2. GREAT FOOD:  Not only was the place very affordable for a Thai Restaurant, but it was amazingly delicious.  BEST CHICKEN LAAB/LARB I EVER HAD IN MY LIFE! (From a restaurant, that is.  I still think Mom & Bro-in-law makes the best larb in the world).  It was a perfect combination of salty and sour.  I find that some restaurants make it too salty or don't add enough of that larb stuff..... rice powder/toasted rice powder.  I immediately tasted a hint of rice powder and asked my mom if she did too... just to confirm it.  They also added just enough cilantro and greens to add that fresh herb taste to it.  Everything was in perfect unison.  It was just damn PERFECT!

Everything else was great; Tom Yum Soup was flavorful, seafood salad was fresh, pad thai was also delicious and the sticky rice was heaven!  It was kept in a bamboo warmer and had that home quality taste just like the way Grandmas makes sticky rice.

We ordered a 4 spicy on a scale of 1-10 and it was just perfect.  It was pretty spicy for a 4, but it was just about right.  We got our pepper kick without totally burning off our tongues.  I come from a family that eats spicy food, so I recommend asking for 3 or lower if you can't really take the heat.  

3.  GREAT SERVICE:  I was put in charge of searching for restaurants to go to during our trip, so initially, I was thinking about taking my parents to a more fancier, ""Best Thai Restaurant in the Country"" place.  But last minute, I decided on Archie's because of the reviews that stated this place was a small, family owned restaurant.  Knowing my parents' preference and my own as well, I knew we would enjoy the food and atmosphere of a small restaurant.  The 2 waitresses were super friendly and often checked back on our tables to see if we needed anything else.  They also came back around to refill our water twice.

The only negative about Archie's is that it's away from the strip.  It's not too far, but its a few miles.  Also, the restaurant is located on a very dark shopping center.   The shopping center was deserted and.... kinda creepy.",2009-02-25,Las Vegas,-115.2309704,36.1148157,"['Restaurants', 'Thai']"
5,Rock Lobster,"Let me first say I've read a lot of reviews about the service. I've never gone to Rock Lobster for the teppanyaki so I cannot speak to that experience. However, the few times I have been there for lunch and dinner we were greeted by several people when we came in, our drinks were refilled regularly, the waiters asked if we had any questions about the menu, and they were happy to provide recommendations when we asked. I have never had a problem with the service. In fact, I've experienced a friendly, inviting environment. 

On an unrelated note, I recently discovered Rock Lobster's bento box lunches and I'm thrilled. They are affordable, fresh, and the perfect amount of food. So now this is also a favorite place to grab lunch. And I didn't mention this in my last review but I really like the unisex bathroom set-up. More places need to incorporate that into their design.",2016-01-15,Chandler,-111.8840725,33.2611752,"['Restaurants', 'Sushi Bars', 'Japanese', 'Asian Fusion', 'Teppanyaki']"
4,Monsoon Thai Cuisine,"I can't believe I haven't reviewed Monsoon before now, given how much we enjoy dining here - not least because it's within walking distance from our home, which makes for a nice last-minute dinner option when the cupboards are bare and we don't feel like driving to the store. 

The staff are always very sweet and willing to accommodate special requests, like my insistence for extra vegetables in whatever I'm ordering. They WILL make it super spicy if you are specific about asking for it - one time I received a dish of curry that looked like half a jar of chili pepper had been stirred into the sauce. Yowza! 

Their entree offerings are flavorful (anything with basil or Kaffir lime leaves is especially worth getting), varied, and typical for what you expect from a decent Thai place. I love pretty much any of the curries, and the option to order squid as your meat of choice is a nice addition to the usual beef/chicken/shrimp/scallop lineup. The Thai Iced Tea is a big winner with my husband - too sweet for me, but I always steal a sip regardless. Serving sizes are substantial - you could easily split a dish if you and your dining partner wanted to eat the same thing, but it'd also work very well if a group of friends wanted to order a few different things to serve up family-style.

Prices range on the slightly higher side for dinner fare (again, typical for what I've seen in other Thai restaurants), but their lunch menu is really bargain-priced. Most of Charlotte seems to know it, too, because it's always HOPPING during the times I've visited mid-day. Later in the evening, business seems to slow down - several times, my husband and I have been the only people in the restaurant. 

Honestly, we've not tried any other Thai restaurants in Charlotte yet, because we like this one so much and it's so close to home. Maybe we're missing out...but it sure doesn't feel like it.",2013-03-05,Charlotte,-80.8668329,35.199336,"['Restaurants', 'Thai', 'Vegetarian']"
2,Kobe Teppan & Sushi,"Ive gone 2 a million Teppan restaurants in my life. This 1 was probably the worst. Our chef was bland w/o any tricks & the food wasnt worth the price. However, thr party across from us appeared 2 b havn fun with the chef. Hopefully u get him",2010-08-12,Tempe,-111.9550912,33.3485258,"['Restaurants', 'Sushi Bars', 'Japanese']"
5,Bombay BBQ Hut,This place is very good.. Compared to Host which is nearby the food is better and even cheaper.. Moreover service is much better than host.. Portions are very good and would strongly recommend this restaurant.. Try their lunch buffet too.. It's a deal..,2015-06-06,Richmond Hill,-79.3776941,43.8486496,"['Indian', 'Buffets', 'Himalayan/Nepalese', 'Restaurants']"
5,La Brioche True Food,"I really can't believe that I'm saying this, but I think Brioche has knocked out my #1 and is my new favorite restaurant in Madison. Come here for a true dining experience; you won't be disappointed.

We went for brunch and it was pretty busy, but we didn't have to wait for a table. I got the mushroom omelet and my friend got the veggie benedict. Both were tasty, as were the greens that came with it and the soup we got as an appetizer.

We had to try something from the bakery too, so after asking our waitress for her recommendation, we took a morning bun to go (they're known for them). Also great.

The thing that gets me about this restaurant is that it's not a dinner (or a lunch, brunch, etc.); it's an experience. Everything in the place has been thought out and made as comfortable as possible. For example, the entire restaurant has been designed with feng shui concepts (and is explained in a little book on the table!), they serve reverse-osmosis water that's made onsite, and they have table lamps at the smaller tables.

Seriously, Brioche, A+. I will be back again VERY soon.",2013-05-28,Madison,-89.4383460521,43.0753535306,"['Breakfast & Brunch', 'Pizza', 'Restaurants', 'American (New)']"
2,Stella's Restaurant,All of the delicious entrees I had tried are now taken off the menu. Very disappointing. I doubt I'll be coming back anytime soon.,2016-03-28,New Kensington,-79.7610212,40.5572486,"['Restaurants', 'American (Traditional)']"
5,Mu Shu Asian Grill,"My husband and I went to My Shu for dinner tonight. I can sum up the food in just one word ""YUM""! Everything was so good, the veggies were so fresh, spring rolls to die for. I had the Veggie My Shu with fried rice. It was huge and absolutely the best Mu Shu ever. My husband had Sweet and Sour chicken and he loved it. He can be a bit picky about Asian food and this place was a hit. The service was wonderful, everyone was very friendly. I loved the open kitchen concept. I could see right into the kitchen and it was super clean. 5 Stars!!",2014-05-22,Phoenix,-112.09158,33.480771,"['Asian Fusion', 'Restaurants', 'American (Traditional)', 'Chinese', 'Vegan']"
5,Olivor Twist,"I have been to O/T many time the food is excellent & the martini's even better.  It is my wife's and my favorite place.  In groups or with just to 2 of us.  It's not cheap, but you get more than what you pay for.  Thank you Olivor Twist for the special times my wife & I hae had there.",2012-01-30,Willoughby,-81.4062838,41.6413267,"['Nightlife', 'American (New)', 'Bars', 'Restaurants', 'American (Traditional)', 'Lounges']"
1,Fatburger,"My burger was still RAW from the inside after I ordered a second burger because they messed up my first order. I said NO onions, pickles, and cheese and they put all that and I complained and said they would make it again and guess what! I got the same exact burger and raw meat because they rushed it. Horrible service horrible everything they shouldn't even be in red rock.",2016-06-16,Las Vegas,-115.334510328,36.1569058834,"['American (Traditional)', 'Restaurants', 'Burgers', 'Fast Food']"
4,Earl of Sandwich,Wish I could give 4.5 stars. Love their tuna melt. Would go here over Sugar Factory any day of the week. Sugar factory restaurant suck. Earl of Sandwich is excellent.,2013-10-22,Las Vegas,-115.171877,36.109361,"['Restaurants', 'Caterers', 'Event Planning & Services', 'Sandwiches', 'Salad', 'Soup', 'Food', 'Food Delivery Services']"
2,Medieval Times Toronto,I went with a school group at lunch time years ago.  It was my first time and I have no interest in going back.. Not sure if it was the fact it was all school kids or what but I found it really hokey and a money grabber.  People were coming around during the show to try to sell merchandise to kids!  It was expensive for a school day trip as well.,2015-06-28,Toronto,-79.425126,43.633528,"['Arts & Entertainment', 'Stadiums & Arenas', 'Restaurants', 'American (Traditional)', 'Festivals', 'Performing Arts', 'Dinner Theater']"
5,Restaurant Remstal,"Aufgrund der positiven Kritiken im Internet sowie einer Auswahl vegetarischer Gerichte entschieden wir uns (damals) für einen Besuch im Remstal. Da wir ortskundig sind, war ein Navi nicht nötig; für weniger ortskundige Besucher ist es dennoch empfehlenswert.
Obgleich das Restaurant gut besucht war, wurde uns nach freundlicher Begrüßung sofort ein Tisch zugewiesen.  Der Service war top - zudem bekamen wir eine Gratisvorspeise serviert.
Die Essen (Leber, Rostbraten, Rahmschnitzel, Känguru, indisches Curry) waren alle sehr gut und in jedem Fall zu empfehlen. 
Der erste Eindruck (von außen) täuscht: Das Remstal ist ein niveauvolles Restaurant mit sehr umfangreicher Speisekarte (inklusive exotischer Speisen), noch leckererem Essen und leichtem Kantinenflair (u.a. vermittelt durch die Stühle).",2013-06-13,Stuttgart,9.23353,48.80675,"['Swabian', 'Restaurants']"
4,Siamese Bistro,"Very nice and yummy Thai restaurant in Vegas,I think will come often later on. The good was amazing and fresh shrimp",2016-11-25,Las Vegas,-115.244142913,36.0450190157,"['Thai', 'Chinese', 'Vegetarian', 'Restaurants']"
4,Burrito Bandito,This is one of my favorite places to eat in phoenix. Real authentic Mexican food at a decent price. And the baby banditos are amazing!,2010-08-19,Phoenix,-112.098494,33.65596,"['Mexican', 'Restaurants']"
1,New York's Best Italian Bistro,"Walked in with my wife and 5 year old daughter. the guy at the counter stared at us for over 30 seconds before i asked where we could sit. You can also see the kitchen and the cook [he definitely is no chef] looked like he was just working on his car. He immediately sneezed in someone's food he was cooking, then pulled a snot rag out of his pocket, started digging for gold, put it back in his pocket, snorted several times, wiped his hands all over his face, then continued to grab raw meat with his hands and toss it in a pan. We immediately left.",2012-08-04,Scottsdale,-111.923871,33.613425,"['Food', 'Restaurants', 'Beer', 'Wine & Spirits', 'Pizza', 'Italian']"
5,Buffalo Wild Wings,Ashley always does right by us... she kills it every time!!! Love hanging here on Thursday nights with my friends as Ashley keeps us cracking up and is on point with refills and service!,2015-10-23,Elyria,-82.1052247,41.4001203,"['Sports Bars', 'American (Traditional)', 'Nightlife', 'Chicken Wings', 'Bars', 'Restaurants']"
4,Noodles & Company,We need to go back and try more items. I did think that the pasta dishes were lacking sauce. The staff was very nice/friendly.,2016-08-05,Peoria,-112.221800874,33.6378842921,"['Asian Fusion', 'Comfort Food', 'Restaurants', 'Noodles', 'Italian']"
3,Swiss Chalet Rotisserie & Grill,"Caveat Emptor on the club wrap.

Frozen on the inside and clearly either microwaved or warmed up another way. If you're looking for freshly prepared, this item isn't recommended.",2014-06-08,Oakville,-79.7526707,43.3934025,"['Vegetarian', 'Comfort Food', 'Restaurants', 'American (Traditional)']"
3,Restaurant Wielandshöhe,"Allgemein
Besuch war sehr aufschlußreich im negativen wie im postivem Sinn.Küche sehr gut-Gastraum weißt sehr viele Stilbrüche auf und das bei den Preisen z.B. 1 Kugel Himbeersorbet im silbernenSchüsselchen 12,00 € 
Bedienung
Kühl,wollte verkaufen,verhaltenes Bedienen ohne auf den Kunden einzugehen.Chef und Chefin liefen durch die Reihen, wie wen sie auf einer Modeschau die Mode pressentieren wollen.Sprachen nur mit Stammgästen für andere nur ein Kopfnicken-keine Nachfrage wie uns das Essen schmeckt.Viel Schau ums Essen-große Teller wennig drin und das bei den Preisen
Das Essen
Essen war auf hohem Stand pressentiert auf großen Tellern trapiert mit großen Abdeckhauben.Geschmacklich ein Wand frei Pastete als Vorspeise vorzüglich-Bachforelle sehr schmackhaft-Grüße aus der Küche sehr gut vorallem die Lauchtarte oder das frische Brot,mir scheckte das mit Maismehl verfeinerte Weißbrot mit salzigem Butter-Himbeersorbet vorzüglich
Das Ambiente
Man sollte auch die untern weißen Tischtücher faltenfrei bügeln nicht nur die oberen 80x80 Tischdecken.Trennwände am Rahmen schadhaft.Die großen Blumenvasen mit den großblütigen Lilienblüten sagenhaft und gut präsentiert-dagegen der Tischschmuck passte nicht dazu-blaue Astern einfach lieblos in kleine Gefässe gesteckt oder 2 Hortensien und 2 Rosen kurz abgeschnitten und in kleine Bechervasen lieblos reingesteckt.Aber am besten war der Krug auf dem Bedienertisch gegenüber der Küche-Blumen sehr eng in Vase gestopft von Eleganz keine Spur beengenter Eintrug entsteht für die armen Blumen
Sauberkeit
Sauberkeit und Ordnung der Bediener sehr gut -Brössel werden sofort entfernt-leere Flaschen und Geschirr werden gleich aus dem Gastraum entfernt-auf Reinlichkeit wird großer Wert gelegt",2013-08-17,Stuttgart,9.17074,48.75727,"['German', 'International', 'Caterers', 'Restaurants', 'Event Planning & Services']"
4,Mr. Hero,Always nice but they try to nickel and dime ya to death with the extras.  Stay strong and keep your eye on the prize....Romanburger...,2015-08-12,Cleveland,-81.7694315,41.4805418,"['Sandwiches', 'Desserts', 'Delis', 'Restaurants', 'Food']"
5,Z'Tejas Mexican Restaurant and Grill,"Our company had an event at this location today, I was pleasantly surprised, really enjoyed the food, it was fresh, yummy & properly cooked, two thumbs up.",2014-12-09,Phoenix,-112.0485997,33.5237125,"['Cafes', 'Mexican', 'Restaurants', 'Tex-Mex']"
3,The Kennedy Public House,"I have been to the Kennedy Public House eight times for lunch, each time with an entire table of mom's with strollers and young babies. The staff have been very accommodating to all our gear and our (sometimes) noisy children. 

They have pizzas, meal-sized salads, sandwiches, and full entrees. I have had the steak and tomato salad three times, and each time it arrives a bit differently with meat of varying doneness.  They serve fried artichokes on top, which is perhaps the best part. 

Avoid the steak sandwich unless you want to eat it with a fork and knife, the meat is far too thick for chewing through and attempts at it make for a disgusting show of mastication for your dining partners.  The mac n cheese with dried porcini mushroom is a miss in my books - i felt like i had drank a cup of cream after - not enough depth of flavour. 

Kid-friendly? During the day, it's all a go. They are waiting on a delivery of a change table for the unisex washrooms, which feature the loudest hand dryer known to man.",2012-03-02,Toronto,-79.4754572,43.6512918,"['Restaurants', 'Gastropubs']"
1,The Italian Pie,"Went to this place because of my dad. He wanted something to eat/drink, I wasn't hungry but thought a place with the word ""italian"" in it, located in Dilworth on East Blvd, would have some decent coffee. I didn't realize it's a chain. We sit down at a table outside on the patio. Waiter comes up and I'm about to ask him about espresso drinks when he cuts me off and says something along the lines ""we just have regular American coffee, nothing fancy."" First of all, espresso is not fancy. Second of all, when you call yourself anything ""Italian"" and you don't have espresso you are a fraud. So needless to say after this ignorant waiter managed to piss me off by implying I'm pretentious for wanting ""fancy"" coffee I didn't get anything, my dad got one drink and we left. Also, some other table near us was just getting their pizza as we were leaving and it looked like awful, medium-thick crust, flavorless, frozen pizza. From the reviews on here that sounds about right. Seriously, just call the place ""bad American pizza."" 

The only reason I'm giving this place even 1 star is because it finally went out of business.",2012-11-01,Charlotte,-80.8414256573,35.19913167,"['Restaurants', 'Pizza', 'Italian']"
4,Boston Pizza,"I visited with my family for a great pizza. It took the server 10 minutes to give us a seat even though about 1/3 of the restaurant was empty.
We ordered the original pizza with some fries. Curiously enough, both dishes came in only moderately warm. They cooled down pretty quickly and we were about to eat cold pizza. Thankfully a server warmed it for us so we could enjoy it. Even though I had some issues with the overall experience, the great service bumped my rating up to 4-star. I wouldn't mind coming back if I feel like Boston Pizza again.",2016-04-26,North York,-79.4659173,43.757865,"['Restaurants', 'Pizza']"
3,Todd English P.U.B.,"Um the service wasn't much to my liking. It took us forever to find our waiter to order our food. Aside from that the food was nice and the ambiance was very open, airy, and sporty. 

[[Food]]
Brown Butter Lobster Roll: It is a very hearty and soulful roll of lobster and it comes with some cole slaw and kettle chips. I really did not like the cole slaw. The rolls were okay but nothing special. I think the one inside Planet Hollywood is better in my opinion. Overall a decent place to eat but the food is all pretty heavy.",2016-08-03,Las Vegas,-115.173583,36.1088082,"['Beer', 'Wine & Spirits', 'Nightlife', 'Bars', 'Gastropubs', 'Food', 'Restaurants', 'British']"
4,American TapHouse,They have  a menu me and my  family can all enjoy. The Beers on tap were an above average selection.,2014-04-09,Gilbert,-111.791284,33.331044,"['Pizza', 'American (New)', 'Food', 'Restaurants', 'Burgers']"
4,BRAVO! Cucina Italiana,"The food was great!  I love the atmosphere here and I love that they take reservations.  Only issue was the waitress not being very consistent with refills on drinks and bread, but besides that everything else was great.  Will definitely be back!",2016-06-14,West Homestead,-79.9169862,40.4068186,"['Bars', 'Nightlife', 'Italian', 'Gluten-Free', 'Restaurants', 'Cocktail Bars']"
1,Old Country Buffet,Dirty. Smelly. Hardly any workers. One worker was on a date next to my table. He would come back and chit chat back at the table with his gf every 5 minutes back and forth. All while I'm sitting there with cafeteria food waiting for the ribs to be refilled only to find out later they replaced it with corn dogs. THEY NOW INCLUDE DRINKS AND JACKED UP THE PRICE FOR DINNER FOR 13.79. DON'T BOTHER GO TO GOLDEN CORRAL.,2015-01-12,Phoenix,-112.1259291,33.5743434,"['Breakfast & Brunch', 'Restaurants', 'American (New)', 'Buffets']"
2,Szechuan Express,"I am disappointed, in myself. Last year, I tried Szechuan Express on a trip to Toronto and commented on the Urban Eatery Yelp entry that their food was ""merely average"". 

With the selection that is available in the Urban Eatery, had I remembered that I didn't enjoy my last experience, I certainly would have tried something different today. 

Ordered 4 dumplings to try to get rid of the taste of my dinner from another food court nothing-special, and I regretted right away. yuck. Tasted dry and definitely unappetizing. 

I just hope that my memory doesn't lapse again. I don't want to have a 3rd Szechuan Express experience. Noooooo..",2013-09-11,Toronto,-79.3800507,43.6540618,"['Chinese', 'Restaurants']"
